Year,Month,State,Primary Mode,Etiology,Serotype or Genotype,Etiology Status,Setting,Illnesses,Hospitalizations,Info On Hospitalizations,Deaths,Info On Deaths,Food Vehicle,Food Contaminated Ingredient,IFSAC Category,Water Exposure,Water Type,Animal Type,RECORD_KEY,Load Date,year_month,date_key
2005,5,Minnesota,Food,Scombroid toxin,,Confirmed,Office/indoor workplace,2,0,2,0,2,"fish, mahi mahi",,Fish,,,,90b7265456c36aaf,2024-12-20,2005-05,20050501
2015,7,Minnesota,Food,Campylobacter jejuni,,Confirmed,Private home/residence,3,0,3,0,3,,,,,,,90b7c2920ee0baf6,2024-12-20,2015-07,20150701
2014,1,Virginia,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,17,0,,0,,,,,,,,90baa019473b9f44,2024-12-20,2014-01,20140101
2016,2,Pennsylvania,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,21,2,21,0,21,,,,,,,90bd062b5cb1f4a1,2024-12-20,2016-02,20160201
2002,8,Michigan,Food,,,,Restaurant: Other,3,,,,,"stir-fry, beef;chow mein",,Multiple,,,,90bd966431cbdf5e,2024-12-20,2002-08,20020801
2017,4,Colorado,Food,Clostridium perfringens,,Confirmed,Restaurant: Fast-food (drive up service or pay at counter),4,0,4,0,4,Green Chile,,Seeded Vegetables,,,,90bdc43215bbed2f,2024-12-20,2017-04,20170401
2013,10,Kentucky,Indeterminate/unknown,Norovirus Genogroup I,unknown,Confirmed,Long-term care/nursing home/assisted living facility,73,0,73,0,73,,,,,,,90be6acb9b6cf63c,2024-12-20,2013-10,20131001
2010,12,Virginia,Person-to-person,Norovirus,,Confirmed,Long-term care/nursing home/assisted living facility,37,0,37,0,37,,,,,,,90be71307e7d039c,2024-12-20,2010-12,20101201
2012,12,New York,Person-to-person,Norovirus,,Suspected,,14,,,,,,,,,,,90c25c00012a6565,2024-12-20,2012-12,20121201
2015,2,Montana,Person-to-person,Norovirus Genogroup II,unknown,Confirmed,Long-term care/nursing home/assisted living facility,26,2,26,0,26,,,,,,,90c2b6e34d0a47f2,2024-12-20,2015-02,20150201
2023,4,Washington,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,5,0,,,,,,,,,,90c3bbbc4aed19b7,2024-12-20,2023-04,20230401
2009,1,New York,Person-to-person,Norovirus,,Suspected,,74,,,,,,,,,,,90c478d8ccef2b3b,2024-12-20,2009-01,20090101
2012,2,New York,Person-to-person,Norovirus,,Suspected,,44,,,,,,,,,,,90c54fedf2fab79d,2024-12-20,2012-02,20120201
2012,3,Arizona,Person-to-person,Norovirus Genogroup II,unknown,Confirmed,Long-term care/nursing home/assisted living facility,81,0,81,0,81,,,,,,,90c58d1e0b605d18,2024-12-20,2012-03,20120301
2010,12,Alaska,Indeterminate/unknown,Campylobacter jejuni,,Confirmed,,2,1,2,0,2,,,,,,,90c5d9326cc62fa6,2024-12-20,2010-12,20101201
2011,12,Pennsylvania,Person-to-person,,,,Long-term care/nursing home/assisted living facility,20,2,20,0,20,,,,,,,90c6ee82497420e5,2024-12-20,2011-12,20111201
2016,10,Kentucky,Indeterminate/unknown,,,,Long-term care/nursing home/assisted living facility,16,0,16,0,16,,,,,,,90c9c75c32747d42,2024-12-20,2016-10,20161001
2003,2,Florida,Food,,,,Restaurant: Other,2,,,,,"ice cream, commercial",,Multiple,,,,90cab86699e12d46,2024-12-20,2003-02,20030201
2013,12,Virginia,Person-to-person,Norovirus,,Suspected,School/college/university,61,0,,0,,,,,,,,90cc538719bc9f37,2024-12-20,2013-12,20131201
2006,7,Oregon,Food,Norovirus unknown,,Confirmed,Private home/residence,9,0,9,0,9,,,,,,,90cceaa0cd7a93ea,2024-12-20,2006-07,20060701
2006,10,Ohio,Food,,,,Unknown,25,,,,,,,,,,,90cd0a454e6a74e6,2024-12-20,2006-10,20061001
2012,2,South Carolina,Person-to-person,Norovirus Genogroup II,,Suspected,Long-term care/nursing home/assisted living facility,22,0,22,0,22,,,,,,,90cf7489a9be2c12,2024-12-20,2012-02,20120201
2014,7,New York,Water,Legionella pneumophila,serogroup 1,Confirmed,Hospital,2,2,2,0,2,,,,Undetermined water,,,90cfd172dbf21490,2024-12-20,2014-07,20140701
2018,1,Minnesota,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Sit-down dining,16,3,16,0,16,smoked chicken,chicken,Chicken,,,,90d03f7dcb62df9d,2024-12-20,2018-01,20180101
2022,12,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.P17 GII.17,Confirmed,Long-term care/nursing home/assisted living facility,41,0,41,0,41,,,,,,,90d07748a507692d,2024-12-20,2022-12,20221201
2011,1,Kentucky,Indeterminate/unknown,Norovirus Genogroup II,unknown,Confirmed,,41,1,41,0,41,,,,,,,90d16de42c653e2c,2024-12-20,2011-01,20110101
2017,11,Pennsylvania,Water,Legionella pneumophila,serogroup 1,Confirmed,Hospital,6,6,6,0,6,,,,Undetermined water,,,90d17e4a34bf1eaa,2024-12-20,2017-11,20171101
2023,4,Colorado,Person-to-person,Norovirus unknown,,Confirmed,Long-term care/nursing home/assisted living facility,42,2,42,0,42,,,,,,,90d1bd73f3182023,2024-12-20,2023-04,20230401
2017,1,Pennsylvania,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,52,0,52,0,52,,,,,,,90d1e2d06a1cac81,2024-12-20,2017-01,20170101
2017,12,Tennessee,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,28,0,28,0,28,,,,,,,90d365fe3dcaa8bd,2024-12-20,2017-12,20171201
2011,3,Wisconsin,Person-to-person,,,,Long-term care/nursing home/assisted living facility,95,1,95,0,95,,,,,,,90d4518db3c2b759,2024-12-20,2011-03,20110301
2007,11,Arizona,Food,,,,Restaurant: Other,6,0,6,0,6,,,,,,,90d4f89faf0970c9,2024-12-20,2007-11,20071101
2013,11,Massachusetts,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,26,0,26,0,26,,,,,,,90d5835355a7c00e,2024-12-20,2013-11,20131101
2023,4,South Carolina,Person-to-person,Norovirus Genogroup II,GII.16,Confirmed,Long-term care/nursing home/assisted living facility,34,0,34,0,34,,,,,,,90d70bf8f317bc9a,2024-12-20,2023-04,20230401
1998,11,New York,Food,,,,Restaurant: Other,4,,,,,multiple foods,,,,,,90d820419b8f7db0,2024-12-20,1998-11,19981101
2003,11,Illinois,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private home/residence,3,1,3,0,3,,,,,,,90d93b30fed5dd14,2024-12-20,2003-11,20031101
2011,6,Wyoming,Person-to-person,Norovirus Genogroup II,,Suspected,Other,81,0,81,0,81,,,,,,,90db67454416fa1e,2024-12-20,2011-06,20110601
2013,3,Maryland,Food,Norovirus Genogroup II,GII.6,Confirmed,Restaurant: Sit-down dining,17,0,17,0,17,,,,,,,90dcf6a0330a5380,2024-12-20,2013-03,20130301
2012,1,New York,Food,Campylobacter jejuni,,Suspected,Restaurant: Sit-down dining,9,0,9,0,9,,,,,,,90de5346b7f954da,2024-12-20,2012-01,20120101
2013,1,Washington,Food,Norovirus unknown,,Suspected,Caterer,14,0,14,0,14,,,,,,,90deb10d501409ef,2024-12-20,2013-01,20130101
2001,4,Michigan,Food,Scombroid toxin,,Confirmed,Restaurant: Other,9,0,9,0,9,"fish, escolar",Fin fish,Fish,,,,90dec0b766582db5,2024-12-20,2001-04,20010401
2023,10,Washington,Person-to-person,Norovirus,,Suspected,,4,0,,,,,,,,,,90df23bec3deb4a2,2024-12-20,2023-10,20231001
2011,8,Ohio,Water,Cryptosporidium unknown,,Confirmed,Recreational facility,2,0,1,0,2,,,,Recreational water -- treated,Pool - Other Swimming Pool,,90dfb656d701081c,2024-12-20,2011-08,20110801
2017,3,Massachusetts,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,20,0,20,0,20,,,,,,,90e05c946cebc1d6,2024-12-20,2017-03,20170301
2022,11,Virginia,Person-to-person,Norovirus Genogroup II,unknown,Confirmed,Long-term care/nursing home/assisted living facility,16,0,16,0,16,,,,,,,90e17f0694b184b3,2024-12-20,2022-11,20221101
2013,12,Hawaii,Food,Staphylococcus aureus,,Confirmed,School/college/university,139,23,139,0,139,Spaghetti w/meat sauce and Spaghetti w/cheese,,Multiple,,,,90e3a039bfec0708,2024-12-20,2013-12,20131201
2022,8,Ohio,Food,Norovirus,,Suspected,Banquet Facility (food prepared and served on-site),3,0,1,0,1,,,,,,,90e4435acd26c7e1,2024-12-20,2022-08,20220801
2015,3,Virginia,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,10,0,10,0,10,,,,,,,90e6318b65ae5773,2024-12-20,2015-03,20150301
2011,2,Maryland,Food,Norovirus Genogroup II;Norovirus Genogroup II;Norovirus Genogroup II,GII.7,Confirmed;Confirmed;Confirmed,Caterer,72,0,72,0,72,"cocktail sauce, unspecified",,N/A,,,,90e7895500962857,2024-12-20,2011-02,20110201
2018,5,Massachusetts,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,13,0,13,0,13,,,,,,,90e876f494c542e5,2024-12-20,2018-05,20180501
2017,12,Illinois,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,14,0,14,0,14,,,,,,,90e8a05a33265ee0,2024-12-20,2017-12,20171201
2016,3,Multistate,Animal contact,Salmonella enterica,Indiana,Confirmed,Private home/residence,110,24,85,0,85,,,,,,Poultry,90e9f5f3f19402f0,2024-12-20,2016-03,20160301
2010,11,Ohio,Person-to-person,,,,Long-term care/nursing home/assisted living facility,10,0,10,0,10,,,,,,,90ea91352a48b472,2024-12-20,2010-11,20101101
2014,3,New Hampshire,Person-to-person,,,,Long-term care/nursing home/assisted living facility,18,1,18,0,18,,,,,,,90ed3eb3aa6fdf8d,2024-12-20,2014-03,20140301
2007,8,Multistate,Food,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private home/residence,46,,,,,ground beef,ground beef,Beef,,,,90ee9b11f7a1950f,2024-12-20,2007-08,20070801
2023,3,Minnesota,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,30,,0,,0,,,,,,,90eec01ad7d494d3,2024-12-20,2023-03,20230301
2016,1,Texas,Indeterminate/unknown,,,,Restaurant,2,0,2,0,2,,,,,,,90f00e8f82a90756,2024-12-20,2016-01,20160101
2023,12,Massachusetts,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,11,0,11,0,11,,,,,,,90f0bdde556f9cc0,2024-12-20,2023-12,20231201
2018,7,Massachusetts,Animal contact,"Escherichia coli, Shiga toxin-producing;Cryptosporidium unknown",O111,Confirmed;Confirmed,Petting zoo,6,0,5,0,5,,,,,,,90f1ba3453bf8955,2024-12-20,2018-07,20180701
2007,5,New York,Food,Salmonella enterica,Enteritidis,Confirmed,Restaurant: Other,6,1,6,0,6,"chicken dishes, unspecified",chicken,Chicken,,,,90f1e70958885ff9,2024-12-20,2007-05,20070501
2016,6,New York,Person-to-person,Yersinia,,Confirmed,,2,,,,,,,,,,,90f239871219a57b,2024-12-20,2016-06,20160601
2023,6,Maine,Person-to-person,Norovirus Genogroup II,unknown,Confirmed,Long-term care/nursing home/assisted living facility,23,0,23,0,23,,,,,,,90f2e504a77407a4,2024-12-20,2023-06,20230601
2023,10,North Carolina,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,18,0,18,0,18,,,,,,,90f3e5f846a9ac1c,2024-12-20,2023-10,20231001
2014,3,Illinois,Person-to-person,Norovirus,,Suspected,,7,0,7,0,7,,,,,,,90f6d70758335c46,2024-12-20,2014-03,20140301
2021,3,Multistate,Animal contact,Salmonella enterica,Vitkin,Confirmed,Private home/residence,12,5,11,0,10,,,,,,Lizard,90f78360cdf8041b,2024-12-20,2021-03,20210301
2023,4,Connecticut,Person-to-person,,,,Long-term care/nursing home/assisted living facility,92,1,60,0,60,,,,,,,90f859485699f1a3,2024-12-20,2023-04,20230401
2000,10,Maryland,Food,,,,Restaurant: Other,4,0,4,0,4,,,,,,,90fa270a07188a31,2024-12-20,2000-10,20001001
2013,3,New York,Person-to-person,Norovirus,,Suspected,,39,,,,,,,,,,,90fa872df258bff9,2024-12-20,2013-03,20130301
2015,5,Iowa,Person-to-person,Norovirus,,Suspected,Restaurant,7,0,7,0,7,,,,,,,90fb4c1e470703a4,2024-12-20,2015-05,20150501
2013,3,Maryland,Person-to-person,,,,Private home/residence,6,0,6,0,6,,,,,,,90fb71b4d3260ecb,2024-12-20,2013-03,20130301
2013,1,Michigan,Person-to-person,,,,Long-term care/nursing home/assisted living facility,17,0,0,0,0,,,,,,,90fc0ce2c6202935,2024-12-20,2013-01,20130101
2015,12,Virginia,Person-to-person,Norovirus,,Confirmed,School/college/university,21,0,21,0,21,,,,,,,90ff27e2da6865c4,2024-12-20,2015-12,20151201
2019,4,Ohio,Indeterminate/unknown,Salmonella enterica,"I 4,[5],12:i:-",Confirmed,Private home/residence,2,0,2,0,2,,,,,,,90ff62c0cbe7b92e,2024-12-20,2019-04,20190401
2022,4,Pennsylvania,Indeterminate/unknown,,,,Hotel/motel,10,,0,,0,,,,,,,90ff85927a7e8c4a,2024-12-20,2022-04,20220401
2008,12,California,Food,Norovirus Genogroup I;Norovirus Genogroup II,unknown,Confirmed;Confirmed,Long-term care/nursing home/assisted living facility,62,4,62,0,62,,,,,,,90ff92dd67df0dc7,2024-12-20,2008-12,20081201
2014,3,South Carolina,Person-to-person,Norovirus Genogroup II,,Confirmed,,33,0,33,0,33,,,,,,,9100ed346f99c919,2024-12-20,2014-03,20140301
2005,4,Ohio,Food,,,,Restaurant: Other,5,,,,,,,,,,,910152fea67443d9,2024-12-20,2005-04,20050401
2016,11,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.4 untypeable,Confirmed,Long-term care/nursing home/assisted living facility,54,0,54,0,54,,,,,,,910192765100b453,2024-12-20,2016-11,20161101
2015,9,Florida,Food,Ciguatoxin,,Confirmed,Private home/residence,3,0,3,0,3,"fish, jack","fish, jack",Fish,,,,91020166c3be4dfc,2024-12-20,2015-09,20150901
2015,12,Massachusetts,Person-to-person,,,,Long-term care/nursing home/assisted living facility,6,,,,,,,,,,,91041abd2e5a5111,2024-12-20,2015-12,20151201
2008,4,New Jersey,Food,Salmonella enterica,Paratyphi B var. L(+) tartrate +,Confirmed,Other,70,0,70,0,70,cheddar cheese,,Dairy,,,,91069afbf4041dc9,2024-12-20,2008-04,20080401
2020,9,Pennsylvania,Water,Legionella pneumophila,serogroup 1,Confirmed,Long-term care/nursing home/assisted living facility,3,3,3,0,3,,,,Drinking water,Individual/Private,,9107750113e16409,2024-12-20,2020-09,20200901
2019,1,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,11,0,11,0,11,,,,,,,910832d86409ae0f,2024-12-20,2019-01,20190101
2011,1,Colorado,Water,Mycobacterium avium complex,,Confirmed,Hotel/motel,3,,,0,3,,,,Recreational water -- treated,Hot Tub/Spa/Whirlpool,,910a1a289e2e92f0,2024-12-20,2011-01,20110101
2018,2,Texas,Indeterminate/unknown,Norovirus unknown,,Confirmed,Long-term care/nursing home/assisted living facility,15,0,15,0,15,,,,,,,910b258f4791bbd2,2024-12-20,2018-02,20180201
2021,2,Wisconsin,Person-to-person,Norovirus unknown;Clostridium difficile,,Suspected;Suspected,Long-term care/nursing home/assisted living facility,6,0,6,0,6,,,,,,,910b56ef2a819964,2024-12-20,2021-02,20210201
2005,4,Michigan,Food,,,,Restaurant: Other,2,,,,,,,,,,,910b79b2f03053cd,2024-12-20,2005-04,20050401
1992,1,Missouri,Water,Shigella sonnei,,Confirmed,Private home/residence,5,2,,0,,,,,Drinking water,Individual/Private,,910d65b631edf5b0,2024-12-20,1992-01,19920101
2014,5,Nevada,Person-to-person,Norovirus Genogroup II,unknown,Confirmed,Long-term care/nursing home/assisted living facility,111,5,111,0,111,,,,,,,910da5f7dde91454,2024-12-20,2014-05,20140501
2022,3,Minnesota,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,13,,0,,0,,,,,,,9110e2f23d7e9645,2024-12-20,2022-03,20220301
2017,10,Louisiana,Food,Bacillus cereus;Clostridium perfringens;Staphylococcus aureus;Salmonella enterica,"I 4,[5],12:i:-",Confirmed;Confirmed;Confirmed;Confirmed,Private home/residence;Other,118,45,118,1,118,"soup, jambalaya",,Multiple,,,,9112098236a4c333,2024-12-20,2017-10,20171001
1992,2,Pennsylvania,Water,Legionella pneumophila,serogroup 1,Confirmed,Factory/industrial facility,2,,,,,,,,Undetermined water,,,91124757dbbba7d6,2024-12-20,1992-02,19920201
2021,7,Rhode Island,Indeterminate/unknown,,,,Long-term care/nursing home/assisted living facility,3,0,3,0,3,,,,,,,91131c3814018f48,2024-12-20,2021-07,20210701
2019,2,Virginia,Person-to-person,Norovirus Genogroup II,,Suspected,Long-term care/nursing home/assisted living facility,38,1,38,0,38,,,,,,,91131e02347ae598,2024-12-20,2019-02,20190201
2017,3,California,Food,Clostridium botulinum,,Confirmed,Other,2,2,2,1,2,herbal tea,,Herbs,,,,9113b978663d6b0e,2024-12-20,2017-03,20170301
2001,5,Wisconsin,Food,Norovirus Genogroup I,,Confirmed,Restaurant: Other,24,1,24,0,24,,,,,,,9114911cbe23e476,2024-12-20,2001-05,20010501
2013,1,Pennsylvania,Person-to-person,Norovirus unknown,,Confirmed,Long-term care/nursing home/assisted living facility,35,0,35,0,35,,,,,,,9115060a3708a6ff,2024-12-20,2013-01,20130101
2013,12,Oregon,Person-to-person,Norovirus Genogroup II,GII.4 Sydney,Confirmed,Long-term care/nursing home/assisted living facility,58,,58,,58,,,,,,,9119227c390972d0,2024-12-20,2013-12,20131201
2016,3,Massachusetts,Food,,,,Restaurant: Fast-food (drive up service or pay at counter),8,0,8,0,8,,,,,,,911ad6f35745841d,2024-12-20,2016-03,20160301
2022,11,Massachusetts,Person-to-person,Norovirus unknown,,Suspected,Child daycare/preschool,8,0,8,0,8,,,,,,,911bcafe139b2399,2024-12-20,2022-11,20221101
2012,10,Washington,Person-to-person,Norovirus unknown,,Confirmed,,31,0,31,0,31,,,,,,,911cef65d0bb0a4e,2024-12-20,2012-10,20121001
2016,2,Michigan,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,51,0,51,0,51,,,,,,,911ec8cf507d1554,2024-12-20,2016-02,20160201
1998,12,Michigan,Food,,,,Restaurant: Other,2,,,,,"chicken, buffalo wings",,Multiple,,,,911f7decddd0e3ac,2024-12-20,1998-12,19981201
2022,3,Arizona,Person-to-person,Norovirus Genogroup II,unknown,Suspected,Long-term care/nursing home/assisted living facility,22,0,21,0,21,,,,,,,91224a9f633fd538,2024-12-20,2022-03,20220301
2018,2,Wisconsin,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,11,1,11,0,11,,,,,,,91234066aae0172a,2024-12-20,2018-02,20180201
2012,1,New York,Person-to-person,Norovirus,,Suspected,,48,,,,,,,,,,,91240358fc3f0155,2024-12-20,2012-01,20120101
1999,2,Hawaii,Food,Ciguatoxin,,Confirmed,Private home/residence,2,0,2,0,2,"fish, goatfish (weke), unspecified",,Fish,,,,9128ae7df99535e8,2024-12-20,1999-02,19990201
2018,5,North Carolina,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,9,1,9,0,9,,,,,,,9129a5d09bb9e2e6,2024-12-20,2018-05,20180501
2010,2,South Carolina,Person-to-person,Norovirus Genogroup I,,Suspected,,7,0,7,0,7,,,,,,,912a4eefd29d9832,2024-12-20,2010-02,20100201
2000,5,Illinois,Food,Bacillus cereus;Staphylococcus aureus,,Suspected;Suspected,Restaurant: Other,4,0,4,0,4,,,,,,,912ccc35c5fe4c03,2024-12-20,2000-05,20000501
2012,6,New York,Person-to-person,Salmonella,,Suspected,,2,,,,,,,,,,,912ef191abed4faf,2024-12-20,2012-06,20120601
2017,11,Utah,Indeterminate/unknown,Norovirus unknown,,Suspected,School/college/university,10,0,10,0,10,,,,,,,913160424ef64fdd,2024-12-20,2017-11,20171101
2013,6,Kansas,Indeterminate/unknown,,,,Restaurant,9,0,9,0,9,,,,,,,91322b0dbf23fc5e,2024-12-20,2013-06,20130601
2016,12,Virginia,Person-to-person,Norovirus,,Suspected,School/college/university,19,0,19,0,19,,,,,,,91353815dda1db5a,2024-12-20,2016-12,20161201
2013,3,South Carolina,Person-to-person,Norovirus Genogroup II,GII.4 Sydney,Suspected,Long-term care/nursing home/assisted living facility,40,0,25,0,25,,,,,,,91377644531c1c63,2024-12-20,2013-03,20130301
2017,9,Kentucky,Person-to-person,Campylobacter,,Suspected,Long-term care/nursing home/assisted living facility,6,2,6,0,6,,,,,,,913884bc78b53de5,2024-12-20,2017-09,20170901
2016,12,Illinois,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,22,,0,,0,,,,,,,9138acd442953d0a,2024-12-20,2016-12,20161201
1999,12,Florida,Food,,,,Restaurant: Other,4,,4,,4,clam chowder,,Multiple,,,,913916f26ccf30d6,2024-12-20,1999-12,19991201
2011,7,Arizona,Indeterminate/unknown,Campylobacter unknown,,Confirmed,,6,0,6,0,6,,,,,,,913a3e87dd8c282c,2024-12-20,2011-07,20110701
2016,2,Wisconsin,Person-to-person,Norovirus Genogroup II,GII.4 untypeable,Confirmed,Long-term care/nursing home/assisted living facility,17,0,17,0,17,,,,,,,913c3cb731845f36,2024-12-20,2016-02,20160201
2012,2,Michigan,Person-to-person,,,,,48,0,0,0,0,,,,,,,913d97d7af0cbf67,2024-12-20,2012-02,20120201
2011,5,Illinois,Food,Norovirus Genogroup I,,Confirmed,Banquet Facility (food prepared and served on-site),13,0,13,0,13,,,,,,,913defef66f38056,2024-12-20,2011-05,20110501
2021,2,West Virginia,Person-to-person,Norovirus,,Suspected,Hospital,3,,0,,0,,,,,,,913ec5134cf3a8d6,2024-12-20,2021-02,20210201
2021,4,South Carolina,Indeterminate/unknown,Norovirus,,Suspected,School/college/university,15,0,15,0,15,,,,,,,913f43d1b7648a3f,2024-12-20,2021-04,20210401
2006,3,West Virginia,Food,,,,Banquet Facility (food prepared and served on-site),23,0,23,0,23,,,,,,,9140f8bf5dad78a1,2024-12-20,2006-03,20060301
2017,11,Massachusetts,Person-to-person,Norovirus,,Suspected,Long-term care/nursing home/assisted living facility,4,,0,,0,,,,,,,914134166545d478,2024-12-20,2017-11,20171101
2018,7,West Virginia,Person-to-person,Norovirus unknown,,Suspected,Long-term care/nursing home/assisted living facility,14,0,14,0,14,,,,,,,914213ca30445f15,2024-12-20,2018-07,20180701
